medical_abstract,ans,question
"Hemorrhagic pituitary adenomas: clinicopathological features and surgical treatment. Forty-five (9.9%) of 453 pituitary adenomas operated on between January 1973 and November 1988 demonstrated hemorrhagic changes at surgery: 24 had a blood collection, 12 had a blood collection associated with hemorrhagic necrosis, and 9 had hemorrhagic necrosis. Thirteen patients (28.9%) experienced the acute symptoms of pituitary apoplexy, whereas another 32 had an ""asymptomatic"" hemorrhage, that is, the clinical course was comparable to an uncomplicated adenoma. Nineteen tumors (42.2%) showed marked suprasellar extension, 8 (17.8%) showed moderate extension, and 11 (24.5%) showed slight extension; another 2 (4.4%) were laterosellar and 5 (11.1%) were intrasellar. Invasive behavior was present in 32 cases (71.1%) and this may suggest another hypothesis to explain the pathogenesis of tumoral hemorrhage. The incidence of hemorrhagic complications in invasive adenomas with marked suprasellar extension was particularly impressive; therefore, we do not suggest preoperative bromocriptine treatment in this type of tumor. Two of 14 patients operated on by the transcranial route died after surgery, whereas there was no operative mortality in the 31 patients operated on by the transsphenoidal route. It proved advantageous to operate as early as possible, even during the acute phase of pituitary apoplexy. The transsphenoidal approach gave the best results, but to achieve satisfactory late results multidisciplinary treatment was necessary, namely, postoperative radiotherapy in 23 patients, bromocriptine in 12, and endocrine replacement therapy in almost all. In an average follow-up period of 6.2 years, 5 (11.1%) symptomatic recurrences were observed. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"The clinical significance of fluid collections in acute pancreatitis. Computed tomography (CT) displays fluid collections in patients with acute pancreatitis as well defined intra- or extrapancreatic homogeneous areas with low attenuation numbers. We followed, prospectively, the clinical courses of 128 patients who had CT during an episode of acute pancreatitis, to determine the natural history and clinical significance of any fluid collections that developed. Fluid collections were found in 48 (37%) of the 128 patients with pancreatitis. Thirty-eight developed in the 86 (44%) patients with alcoholic pancreatitis, five in the 33 (15%) with biliary pancreatitis and five in the nine (55%) with other causes of pancreatitis (excluding chronic pancreatitis, trauma, or malignancy). On clinical follow-up of the 48 patients with fluid collections, 21 patients required operation; two died before an operation was done and 25 did not require operation. Operations were done to treat pseudocysts (14), abscess (5), and necrosis (3). One patient had an operation for a pseudocyst and an abscess. All 14 patients requiring operation for pseudocyst had collections greater than 7 cm and 13 of these patients had alcoholic pancreatitis. Of the 25 patients not requiring operation, five were lost to follow-up, and 19 of the 20 who had spontaneous resolution of their fluid collection(s) had collections less than 6 cm in diameter. The eight patients who required operative pancreatic debridement for abscess or necrosis had multiple small fluid collections. In summary, fluid collections were found in one-third of patients with acute pancreatitis and were often associated with the development of local complications. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Further notes on Munchausen's syndrome: a case report of a change from acute abdominal to neurological type. A rare case of Munchausen's syndrome beginning in early childhood is described. The diagnosis of Munchausen's syndrome was made at the age of 29 years, after the symptoms had changed from acute abdominal to neurological complaints, with feigned loss of consciousness, first ascribed to an encephalitis. Insight into the psychopathology of this patient is given by his biography, by assessment of a psychotherapist, who had treated him some years before, and by his observed profile in some psychological tests. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Endoscopic variceal ligation in patients who have failed endoscopic sclerotherapy. Endoscopic variceal ligation has been developed as an alternative to endoscopic sclerotherapy. We report a series of 12 men with a history of bleeding esophageal varices who were treated with endoscopic variceal ligation after they had failed sclerotherapy. Hemostasis was achieved in all 10 patients who were bleeding at the time of initial endoscopy and again in those who subsequently re-bled. Over a follow-up period of up to 22 months, varices have been and remain eradicated in five patients; in four others, a reduction in grade was noted before death (two patients), liver transplant, or loss to follow-up (one patient each); two patients died before they could be re-evaluated, while in the remaining patient, no reduction in variceal grade was noted before loss to follow-up. No complication was recorded after 35 endoscopic treatment sessions involving a total of 245 rubber band ligations. Our results indicate that endoscopic variceal ligation may be used with success in patients who fail sclerotherapy. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Treatment of hepatitis B virus-associated membranous nephropathy with adenine arabinoside and thymic extract. Previously we found that corticosteroid treatment in the hepatitis B virus (HBV)-associated membranous nephropathy (HBVMN) was not associated with a favorable outcome. To distinguish the differences of the HBV DNA in macrophage, T and B cells among HBVMN patients with or without corticosteroid treatment, serial studies at different time points were investigated. HBV DNA appeared as an ""episomal"" molecule as with 3.2 kb in macrophage, T and B cells. This molecule disappeared after 12 months among HBVMN patients without corticosteroid treatment. HBV DNA, by contrast, appeared as episomal form even three years later in T cells, with frequent proteinuria among HBVMN patients with corticosteroid treatment. This finding indicates that the use of corticosteroids leads to a potential risk of enhancing HBV viral replication in T cells. We studied 24 HBVMN patients who had previously received corticosteroid treatment and had persistent proteinuria, who were administered combination therapy with adenine arabinoside for two weeks and thymic extract (Thymostimulin) for six months to decrease urine protein loss and obtain seroconversion. These 24 patients had heavy (22 of 24, 91.6%) or mild (2 of 24, 8.4%) proteinuria prior to adenine arabinoside and thymostimulin treatment. All 24 patients demonstrated HBV DNA in mononuclear cells and simultaneously exhibited sera positive with HBsAg and HBeAg. In contrast, after treatment only one case (4.2%) had heavy and two cases (8.4%) mild proteinuria; HBV DNA was demonstrated in macrophage (4 of 24, 16.7%), T cells (9 of 24, 37.5%), and B cells (6 of 24, 25%) as well as serum (24 of 24, 100%) prior to treatment. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Stomal adenocarcinoma in Crohn's disease. Malignant change occurring at the site of a stoma in two patients with proved Crohn's disease is described. Patients with ulcerative colitis have an increased risk of colonic malignancy and Crohn's disease is also associated with both small and large bowel carcinoma. Most previous reports of stomal carcinoma have been associated with ulcerative colitis although Crohn's disease seems to carry a greater risk of associated small bowel carcinomas. This is the first report of stomal carcinoma complicating Crohn's disease. Epithelial dysplasia is associated with gastrointestinal carcinomas in both ulcerative colitis and Crohn's disease and a dysplasia-carcinoma sequence has been suggested as the origin of these tumours. In both our patients with stomal adenocarcinoma, dysplasia was identified in adjacent tissues, which suggests a similar mechanism. Malignant change should be suspected if epithelial dysplasia is discovered in a biopsy specimen from the mucosa of an ileostomy in Crohn's disease, and this risk is increased if the dysplasia is of a high grade. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Nitrite from inflammatory cells--a cancer risk factor in ulcerative colitis? Elevated levels of luminal nitrite and a lowered luminal pH were found in 77 percent of patients with acute ulcerative colitis. No luminal nitrite was found in healthy control subjects. Nitrites are a secretory product of activated macrophages and neutrophils of the lamina propria, whereas the lowered luminal pH is due to diminished bicarbonate formation by impaired colonocytes. A hypothesis is put forward that nitrites, lowered pH, and bacterial amines are conducive to formation of carcinogenic n-nitroso compounds, which reflect a cancer risk in patients with ulcerative colitis dependent on the type and extent of inflammatory cell activation as well as metabolic impairment of colonic epithelial cells. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Gracilis muscle transposition for faecal incontinence. Transposition of the gracilis muscle for faecal incontinence was performed in 13 patients. Six gained satisfactory continence, four were improved, two did not benefit from the operation and one patient died from intercurrent disease before closure of a pre-existing colostomy. Anal manometry compared with a control group showed no alteration in resting and pressure at a median of 35 mmHg (range 5-63 mmHg), whereas maximum squeeze pressure increased from a median of 38 mmHg (range 5-79 mmHg) to 59 mmHg (range 10-143 mmHg) (P = 0.041) which was, however, significantly lower than 130 mmHg (range 81-236 mmHg) in the control group. All patients who benefited from the operation had an increase in maximum squeeze pressure. The ability to retain a viscous fluid in the rectum was measured in seven patients, four of whom had gained satisfactory continence and three of whom had improved continence. They were able to retain a median volume of 200 ml (range 50-225 ml) without leakage compared with 325 ml (range 250-400 ml) in the control group. These patients could retain the maximum amount of viscous fluid for 5-8 min, whereas all control subjects could do so for more than 15 min. It is concluded that, although gracilis transposition never results in normal continence, acceptable continence may be achieved in selected patients provided careful attention is paid to the technical details of the procedure and provided that systematic postoperative exercises are performed. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Alternate-day prednisone treatment and treatment maintenance in Crohn's disease. We have reviewed our data from 55 patients with Crohn's disease (CD) treated with alternate-day prednisone (average dose: 25 mg every other morning) between 1966 and 1989 for a mean duration of 6.6 yr. Daily divided corticosteroid doses were given to all patients with active disease that had not been responsive to supportive measures and, in almost all cases, not responsive to sulfasalazine alone. After initial remission was achieved, patients were switched to alternate-day doses. Treatment evaluations utilized global assessment and the CD activity index of Harvey and Bradshaw (CDAI-HB) shown to correlate closely with the National Cooperative Crohn's Disease Study (NCCDS) activity index (CDAI). CDAI-HB scores of 0-1 indicated no or minimal activity, whereas scores of 2-15 indicated progressive activity. With the CDAI-HB and global assessments, in agreement in all cases, 33 patients (60%) showed favorable responses with 95% confidence intervals (CI) of 46.8 to 73.2. Comparing the results with a literature-based 20% spontaneous long-term remission rate, the data are significant at p less than 0.01. Serious complications were gratifyingly low, with no observed instances of osteonecrosis. It is concluded that alternate-day prednisone treatment and treatment maintenance, with or without concomitant sulfasalazine, after conventional induction of remission with daily steroid doses, is a reasonable treatment option for patients with CD not responsive to sulfasalazine alone. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Immunohistochemical demonstration of pancreatic secretory trypsin inhibitor in normal and neoplastic colonic mucosa. Specimens of normal and neoplastic colonic mucosa from 52 patients were analysed by immunohistochemistry using a monospecific polyclonal antiserum against human pancreatic secretory trypsin inhibitor (PSTI). In normal colonic mucosa PSTI was found in the goblet cells in the basal parts of the crypts. In adenomas of tubular, villous, and tubulo-villous types PSTI was also found in the upper parts of the polyps, usually occurring in the regeneration zone. There was a more intense staining reaction in polyps with increased atypia. Carcinomas of different types and of various grades of differentiation and of in situ type did not contain PSTI. These findings indicate that PSTI could be a marker for adenomatous rather than carcinomatous epithelium in the colon. Furthermore, the absence of the inhibitor in malignant cells might facilitate tissue invasion by malignant cells because of deficient protease inhibition. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Malignant potential of juvenile polyposis coli. Report of a case and review of the literature. Juvenile polyps of the colon and rectum traditionally have been viewed as being benign inflammatory or harmartomatous lesions without potential for malignant change. The authors report a case of adenocarcinoma developing in a patient with sporadic juvenile polyposis. Juvenile polyposis was diagnosed in the patient at age 4 years. He underwent subtotal colectomy at age 6 years. At age 12, he underwent a proctectomy and a Swenson pull-through because of adenomatous changes in the rectal stump. At age 19 surveillance endoscopy revealed invasive cancer in a juvenile polyp. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Cross-national changes in the effects of peptic ulcer disease. OBJECTIVE: To describe and to analyze the changing effects of peptic ulcer disease over time. DESIGN: Variables relating to peptic ulcer disease from 1970-1986 were compared. The variables included rates of mortality, hospitalizations, operations, physician visits, and endoscopies, and the amount of disability-related loss of work and early retirement in six countries (Belgium, England and Wales, the Federal Republic of Germany, The Netherlands, Sweden, and the United States). MEASUREMENTS: Nonparametric epidemiologic time-trend analysis. MAIN RESULTS: The historic, slow, declining trend in mortality and hospitalization rates continued. The rate of operations for peptic ulcer disease exhibited a large, one-time reduction, then returned to a parallel declining trend, but at a lower level. The rate of physician visits declined by 50%. The greatest changes were found in the rate of endoscopy use and in disability-related loss of work and early retirement, where increasing trends were quickly followed by decreasing trends. The elderly, especially women, generally did not share many of these benefits. CONCLUSIONS: The effects of new interventions can be understood more fully by examining several variables in many countries over a long time. Contrary to expectations, the effects of the widespread use of histamine H2 antagonists have been more indirect (affecting work loss and disability retirement more) than direct (affecting high-cost medical service use and mortality less). ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Laparoscopic cholecystectomy Laparoscopic cholecystectomy is a new endoscopic technique that has diffused throughout the surgical community with great rapidity. Although the DATTA panelists considered the procedure appropriate with respect to both its safety and effectiveness, recognition was made that there are no comparative trials of this technique vs open cholecystectomy and virtually no literature on complication rates. The Society of American Gastrointestinal Endoscopic Surgeons has developed minimal credentialing criteria for determining competence in laparoscopic surgery. This includes completion of an approved residency training in general surgery, training in laparoscopic technique either by a surgeon experienced in this procedure or by completion of an approved course in the technique requiring hands-on laboratory practice, and observation or proctoring of an actual surgical procedure. Many of the DATTA panelists (35 of 40 [87.5%]) reiterated the importance of requiring that the procedure be performed first with animals and that subsequent laparoscopic procedures on patients be done under the supervision of an expert in laparoscopic cholecystectomy. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"A controlled trial of beclomethasone versus betamethasone enemas in distal ulcerative colitis. Steroid enemas are widely used in distal inflammatory bowel disease (IBD). They are partly absorbed and suppress adrenocortical function. Beclomethasone dipropionate (BD) is a topically active steroid that undergoes rapid first-pass inactivation in the liver and is practically devoid of systemic side effects. We treated 32 consecutive patients with active distal ulcerative colitis (40 attacks) with 0.5 mg BD and/or 5 mg betamethasone phosphate (BP) enemas for 28 days. Clinical, laboratory, sigmoidoscopic, and histologic data were recorded before, during, and after the trial. The clinical efficacy of both treatments was similar. Betamethasone was slightly more effective in relation to the histologic improvement and disappearance of blood from the stools. Clinical signs of steroid overdosage were noted in patients on BP but not in patients on BD. Mean fasting plasma cortisol at the end of the trial was 2.9 micrograms/dl in the BP group and 15.3 micrograms/dl in the BD group. The adrenocorticotropin test was markedly suppressed in the BP group but not in the BD group. The absence of systemic steroid side effects makes BD enemas a useful addition in the therapy of IBD. Its oral administration should also be considered. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Prognosis of Wilsonian chronic active hepatitis. Twenty of 320 patients with Wilson's disease initially presented with chemical and laboratory features of chronic active hepatitis, confirmed histologically in 17. When first seen, cirrhosis was present in all 20 and was complicated by ascites and/or jaundice in 11. Within 1 week to 8 years of the onset of over liver disease the diagnosis of Wilson's disease was established, and treatment with D-penicillamine was promptly initiated in 19 patients. One man refused treatment and died 4 months later. Treated patients received D-penicillamine or trientine for a total of 264 patient-years (median, 14 patient-years). Abnormal water retention, for which salt restriction and diuretics were added to penicillamine or trientine, disappeared in all but 1 of the patients so affected. Symptomatic improvement and virtually normal levels of serum albumin, bilirubin, aspartate aminotransferase, and alanine aminotransferase followed within 1 year in the majority of subjects. One woman died after 9 months of treatment. Two patients, who became noncompliant with the therapeutic regimen after 9 and 17 years of successful pharmacological treatment, required liver transplants. These results indicate that the prognosis of specifically treated Wilsonian chronic active hepatitis is very good in spite of the presence of cirrhosis. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Mucocele of the cystic duct remnant in eight liver transplant recipients: findings at cholangiography, CT, and US. The case histories and radiologic studies of eight liver transplant recipients who developed a mucocele of the allograft cystic duct remnant were retrospectively evaluated. All patients had clinical and/or laboratory evidence of biliary obstruction or cholangitis from 2 weeks to 3.3 years following transplantation. Cholangiographic, ultrasound (US), and computed tomography (CT) images were available for review in eight, five, and four patients, respectively. Cholangiograms demonstrated an extrinsic mass compressing the common hepatic duct in seven of eight patients. US and CT showed fairly well- to well-defined round fluid collections adjacent to the common hepatic duct in three and two patients, respectively. The findings of this study suggest that the detection at cholangiography of an extrinsic mass compressing the common hepatic duct appears to be specific for a mucocele of the allograft cystic duct remnant. CT and US images may offer confirmatory evidence. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Thoracic succussion splash: a new symptom and sign of achalasia. A patient with a ""thoracic succussion splash"" due to achalasia is described. She noted a splashing or sloshing sensation in her chest related to jogging and bending. On examination a splashing sound could be heard over the mid sternum and the posterior chest when the patient was rocked vigorously back and forth. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Serum ferritin and stomach cancer risk among a Japanese population. Using stored serum samples collected during from 1970 to 1972 and/or 1977 to 1979 from a fixed population in Hiroshima and Nagasaki, Japan, serum ferritin, transferrin, and ceruloplasmin levels were determined immunologically for persons in whom stomach (233 cases) or lung cancer (84 cases) subsequently developed as well as for their controls. An elevated stomach cancer risk was associated with low antecedent serum ferritin levels, with more than a threefold excess among those in the lowest compared with the highest ferritin quintile. The risk did not vary with the time between blood collection and stomach cancer onset, remaining high among those with low ferritin levels 5 or more years before cancer diagnosis. Achlorhydria, diagnosed in a sample of the population about 10 years before the 1970-to-1972 blood collection and up to 25 years before cancer, was an independent marker of stomach cancer risk. In combination, low serum ferritin and achlorhydria were associated with a tenfold increase in the subsequent risk. No effect of transferrin or ceruloplasmin, independent of ferritin, was observed in the gastric cancer risk, and the risk of lung cancer was not related to these three serum proteins. These prospective findings indicate that biologic markers of an increased risk of stomach cancer can be detected long before cancer onset. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Pilot study of sandostatin (octreotide) therapy of refractory HIV-associated diarrhea. Seventeen AIDS patients were enrolled in a prospective open-label dose-finding study of octreotide (Sandostatin) therapy for refractory diarrhea. Five were nonevaluable due to progression of AIDS symptomatology, and one was excluded because of lack of confirmation of HIV infection. Five of 11 evaluable patients responded to therapy (45%); two each at 50 micrograms and 100 micrograms, and one at 250 micrograms thrice daily doses. A sixth patient demonstrated a moderate reduction in stool volume at 250 micrograms thrice daily, which, although deemed clinically relevant, did not meet the criteria for response. On discontinuation of therapy, diarrhea recurred in all patients within 1-12 days, and responded to reinitiation of octreotide in those five patients who resumed treatment. Only one of the three patients with concurrent cryptosporidial infection responded to treatment. The drug was well tolerated, with mild symptomatology in three patients. Long-term treatment at a stable dose was effective in three of five treated patients for periods for seven months in one (moderate responder) and one year in two. One patient required dose increases to control symptoms, but after one year of treatment developed severe nausea following injections, which required dose cessation. One patient had partial control of his diarrhea for only three months despite two dose increases. These data suggest that octreotide may be of useful therapeutic value in HIV-associated diarrhea and that further studies are indicated. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Technical aspects of biliary extracorporeal shock wave lithotripsy. Radiologic imaging procedures play a major role in the evaluation of the potential patient for biliary extracorporeal shock wave lithotripsy, both during the procedure and in follow-up evaluation. The treating physician must have a thorough knowledge of ultrasonography techniques. Lithotripsy requires continual monitoring and frequent reassessment to optimize targeting and fragmentation of the gallstones while maintaining patient comfort. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Duodenogastric reflux and gastric histology after cholecystectomy with or without sphincteroplasty. Sixteen patients who had undergone cholecystectomy plus sphincteroplasty, 14 cholecystectomized patients and ten control patients were studied to evaluate whether differences existed in duodenogastric reflux and whether these were related to morphological damage of the gastric mucosa. Duodenogastric bile reflux during fasting was evaluated by measuring the concentration of total bile acids (by an enzymatic method) and single bile acids in the gastric juice by high performance liquid chromatography. The damage was evaluated histologically by systematic endoscopic biopsy of the antrum and body of the stomach. There was a statistically significant difference in fasting bile reflux between the three groups (Kruskal-Wallis test, P less than 0.001), and the group that underwent cholecystectomy plus sphincteroplasty had a significantly higher median value than the cholecystectomized group (P less than 0.05) and the control group (P less than 0.01). The distribution of chronic antral atrophic and superficial gastritis was different in the three groups (chi 2 test, P less than 0.005). Chronic atrophic gastritis was associated with cholecystectomy plus sphincteroplasty (P less than 0.01), while chronic superficial gastritis was more frequent in cholecystectomized patients. These results suggest that there may be more duodenogastric reflux after cholecystectomy plus sphincteroplasty than after cholecystectomy alone, and that there may be a correlation between the amount of duodenogastric reflux and the severity of mucosal damage. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Cystocerebral syndrome. Acute urinary retention presenting as confusion in elderly patients. The diagnosis of acute mental status changes in the elderly patient is often very difficult. Many causes are possible, and there is often little history obtainable. The physical examination occasionally provides the essential clues needed to discover the source of the sudden deterioration. We have recently evaluated four episodes of acute delirium in three elderly patients who presented with no readily apparent cause for these changes. On further evaluation, the patients were found to have marked bladder distention associated with acute urinary retention. None of these patients complained of discomfort, and none had any awareness or recollection of their deterioration. Each patient had rapid resolution of symptoms on bladder decompression. To our knowledge, this ""cystocerebral syndrome"" has not been previously described, and we suggest that it be considered in the evaluation of acute confusional states in elderly men. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Standards for analysis of ventricular late potentials using high-resolution or signal-averaged electrocardiography. A statement by a Task Force Committee of the European Society of Cardiology, the American Heart Association, and the American College of Cardiology. Sufficient data are available to recommend the use of the high-resolution or signal-averaged electrocardiogram in patients recovering from myocardial infarction without bundle branch block to help determine their risk for developing sustained ventricular tachyarrhythmias. However, no data are available about the extent to which pharmacological or nonpharmacological interventions in patients with late potentials have an impact on the incidence of sudden cardiac death. Therefore, controlled, prospective studies are required before this issue can be resolved. As refinements in techniques evolve, it is anticipated that the clinical value of high-resolution or signal-averaged electrocardiography will continue to increase. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Rehabilitation in brain disorders. 4. Specific disorders. This self-directed learning module highlights important aspects of medical rehabilitation of patients with brain disorders. The specific disorders reviewed in this module are traumatic brain injury, stroke, multiple sclerosis, Parkinson's disease, and other degenerative disorders. This module is a section of the chapter on rehabilitation of brain disorders for the Self-Directed Medical Knowledge Program Study Guide for practitioners and trainees in physical medicine and rehabilitation. The chapter is composed of four articles, and each builds on principles established in the others. Emphasis is given in this section on key elements of current medical practice, including epidemiology, pathophysiology, prognosis, and outcome. Neurologic assessment and management is highlighted for coma, amnesia, cranial nerve and late intracranial complications, postacute management, and postconcussive syndromes. The learner is directed to articles 1, 2, and 3 in this chapter for supporting information. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Blood flow direction in the lumbar nerve root. The effect of clipping on lumbar nerve root blood flow rates in the region of the nerve root canal was studied experimentally in the hog. Blood flow rate was measured using the hydrogen washout technique. When the entrance zone was clipped with a microvascular clip, blood flow rate of the nerve root was decreased by 37% in comparison with the initial control rate; clipping at the exit zone reduced blood flow rate by 69%. Blood flow direction in the lumbar nerve root within the nerve root canal was found to be predominantly proximal. The current data indicate that the more lateral the impingement of the nerve root occurs, the more ischemic changes are induced. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Quantitative proton magnetic resonance imaging in focal cerebral ischemia in rat brain. Proton magnetic resonance (MR) imaging has been recommended as a diagnostic tool for the detection of focal cerebral ischemia. We compared microscopic MR images of rat brains after focal cerebral ischemia with evidence of histological damage found on corresponding silver-impregnated or cresyl violet-stained brain sections. Ten male Wistar rats were subjected to permanent unilateral occlusions of the right middle cerebral and common carotid arteries under halothane anesthesia. Twenty-four hours later the area of injury on MR images amounted to 26% of the total slice area, whereas only 9% of the total slice area was necrotic on histological sections from the same animals. The infarcted areas on tissue sections were surrounded by regions of selective neuronal injury in the cerebral cortex and occasionally in the hippocampus. The area of injury on MR images was larger than the combined areas of infarction and selective neuronal injury on histological sections. Areas of increased T2 values on MR images extended medially into noninfarcted striatum and laterally and dorsally into noninfarcted cortex. The lateral and dorsal areas on MR images frequently coincided with cortical areas in which considerable selective neuronal injury was present in the upper cortical layers. We hypothesize that the abnormal areas on MR images above histologically normal brain tissue represent the ischemic penumbra. If true, this is the first demonstration of the ischemic penumbra by MR imaging and may reflect our use of Wistar rats, a new image analysis technique, and ultra-high resolution MR imaging. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Chiari pelvic osteotomy for osteoarthritis. The influence of the torn and detached acetabular labrum. We assessed the results of Chiari pelvic osteotomy in 64 hips with early osteoarthritis in terms of acetabular labral detachment detected pre-operatively by arthrography. At an average follow-up of four years, assessment by the Merle d'Aubigne score showed 83% excellent or good results. These satisfactory results were achieved in only half the cases with a detached labrum, but in nearly all cases with normal or torn acetabular labra. Other factors such as the acetabular index, the level and angle of osteotomy, and the displacement following osteotomy did not affect the results. Chiari pelvic osteotomy is a worthwhile procedure for early osteoarthritis in selected cases, but a detached acetabular labrum increases the risk of clinical failure. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Platelet volume, aggregation, and adenosine triphosphate release in cerebral thrombosis. We compared whole blood platelet aggregation, adenosine triphosphate release, platelet count, platelet crit (percentage volume of platelets), and mean platelet volume during the acute, subacute, and chronic periods of cerebral thrombosis in 22 patients with value in 29 controls. During the acute and subacute periods, platelet aggregation, platelet count, platelet crit, and mean platelet volume were significantly less in the patients than in the controls (p less than 0.05-0.01) while the adenosine triphosphate release rate per volume of platelets was significantly greater (p less than 0.05). During the acute period, infarct size showed a significant positive correlation with platelet aggregation (r = 0.59, p less than 0.01) and adenosine triphosphate release rate (r = 0.70, p less than 0.001) but a negative correlation with platelet count (r = -0.44, p less than 0.05). Our results suggest that platelet aggregation is reduced during the acute period due to the consumption of platelets during thrombogenesis but that the remaining individual platelets are hyperactive. Platelet consumption during the acute period increases with infarct size. During the chronic period, platelet crit and mean platelet volume were significantly less in the patients than in the controls (p less than 0.01) while the adenosine triphosphate release rate was significantly greater (p less than 0.01), suggesting sustained platelet consumption and chronically enhanced secretion of individual platelets. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Neuroleptic malignant syndrome. When levodopa withdrawal is the cause. Neuroleptic malignant syndrome has been described in patients receiving dopamine antagonists and in a few patients after withdrawal of dopaminergic antiparkinson therapy. Complications affect almost all organ systems and can be life-threatening. Most patients have fever, altered level of consciousness, bradykinesia, and rigidity. Treatment includes withdrawal of the causative agent and supportive therapy for complications. When withdrawal of a dopaminergic medication is the suspected cause, the agent should be reinstated. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"The relationship of pemphigus to neoplasia. A statistically increased incidence of malignancy has been observed in patients with pemphigus. A review of the literature reveals 42 cases of nonthymic malignancies and 18 cases of thymic malignancies. A significant predominance of men, with mean age at onset of 50 years, was observed. Pemphigus vulgaris is more common in patients with nonthymic neoplasms, whereas pemphigus foliaceus or pemphigus erythematosus and pemphigus vulgaris are equally common in patients with thymic neoplasms. Lymphoreticular malignancies, especially Kaposi's sarcoma, are most frequently observed. The majority of patients with nonthymic neoplasms have pemphigus before the detection of the malignancy and have a favorable 5-year survival rate after tumor resection. The majority of the patients with thymic neoplasms have a thymoma before the development of pemphigus. In some patients pemphigus develops after thymectomy and myasthenia gravis is often associated. Overall, 37 of the 60 patients, or 61%, had a neoplasm of the immune system. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Lyme disease: recommendations for diagnosis and treatment The incidence and the endemic range of Lyme disease in the United States have increased steadily since the disease was originally recognized in Lyme, Connecticut, in 1975. Because of the varied clinical manifestations of this illness and the use of unstandardized serologic testing methods, diagnosis is often uncertain and treatment outcomes are often difficult to evaluate. The antibiotic regimens that are commonly used in clinical practice have changed rapidly. They show much regional variation with little critical comparison of treatment results. The clinical diagnosis and the literature on the treatment of the various stages of Lyme disease are reviewed. The reported data are supplemented with recommendations based on 15 years of clinical experience with this illness. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Spinal hemangioblastoma, syrinx, and hydrocephalus in a two-year-old child. A two-year-old child presented with an acute inability to bear weight. Radiological investigation revealed a large cervicothoracolumbar syrinx of no known cause. During investigation, acute communicating hydrocephalus developed, which required a shunt. At surgery, a small thoracic spinal cord hemangioblastoma was discovered and excised. Complete recovery with collapse of the syrinx followed. The clinical features of this rare childhood tumor and its associated effects are discussed. ",1,Is the abstract primarily discussing abnormal tissue growth or tumors?
"Microangiopathy in the eosinophilia-myalgia syndrome. The eosinophilia-myalgia syndrome associated with the ingestion of L-tryptophan was recognized in late 1989. We describe our pathologic study of skin, fascial, and muscle biopsies from 21 patients evaluated by light microscopy, histochemistry, and electron microscopy. A perivascular, lymphocytic infiltrate with eosinophils was present in the dermis, fascia, and skeletal muscle. Lymphocytic infiltration of arteries and arterioles was seen. Ultrastructurally, capillary and arteriolar endothelial cell thickening and necrosis was present. This microangiopathy suggests that ischemia may be a contributing factor to the findings in this syndrome. ",0,Is the abstract primarily discussing abnormal tissue growth or tumors?
